Date,Adj_Close_Combined
1963-01-01,65.40656090672408
1963-02-01,66.27114194545422
1963-03-01,66.01981024814896
1963-04-01,69.12627002684212
1963-05-01,70.51362099596722
1963-06-01,70.48346119229059
1963-07-01,69.43792133150065
1963-08-01,71.35809549891295
1963-09-01,73.23805659475637
1963-10-01,73.12433930220514
1963-11-01,73.00683143323553
1963-12-01,74.56508795652822
1964-01-01,76.85723303595229
1964-02-01,77.80224021782011
1964-03-01,79.21975099062185
1964-04-01,80.3658235303339
1964-05-01,81.14997842592635
1964-06-01,80.66742156710022
1964-07-01,83.66329539897907
1964-08-01,82.43679671612934
1964-09-01,83.85430748893107
1964-10-01,84.85798620144853
1964-11-01,85.89512087104988
1964-12-01,84.40723722300267
1965-01-01,86.57874308772024
1965-02-01,87.21209896492952
1965-03-01,87.2925251080672
1965-04-01,88.43859764777925
1965-05-01,89.75557574165887
1965-06-01,85.49299015536145
1965-07-01,85.36229767276271
1965-08-01,86.95071399973203
1965-09-01,89.85610842058098
1965-10-01,91.22566016130676
1965-11-01,92.6408636267234
1965-12-01,92.21862637525055
1966-01-01,93.81709597011206
1966-02-01,93.18374009290278
1966-03-01,89.35344502597043
1966-04-01,92.08793389265179
1966-05-01,87.24225876860615
1966-06-01,86.51842348036696
1966-07-01,86.29725158673833
1966-08-01,81.07960555068088
1966-09-01,78.22447746929298
1966-10-01,79.7967426445666
1966-11-01,81.42141665901603
1966-12-01,81.76322776735121
1967-01-01,84.89984734972101
1967-02-01,87.82534830635439
1967-03-01,89.89632149214982
1967-04-01,91.4445247475503
1967-05-01,93.08320741398069
1967-06-01,91.91702833848423
1967-07-01,93.50544466545354
1967-08-01,94.99332831350074
1967-09-01,96.32035967527258
1967-10-01,94.76292719033172
1967-11-01,93.15358028922616
1967-12-01,95.80764301276983
1968-01-01,95.54625804757235
1968-02-01,91.23340612181387
1968-03-01,89.56456365170688
1968-04-01,96.17961392478163
1968-05-01,98.39133286106804
1968-06-01,101.0353423167195
1968-07-01,100.83427695887528
1968-08-01,98.6326112904811
1968-09-01,101.83960374809637
1968-10-01,103.86673809357497
1968-11-01,105.96144358390285
1968-12-01,107.06730305204603
1969-01-01,102.54333250055113
1969-02-01,102.0406691059406
1969-03-01,99.82895016965419
1969-04-01,101.83960374809637
1969-05-01,105.15718215252596
1969-06-01,99.66809788337882
1969-07-01,95.21450020712939
1969-08-01,94.68167700884221
1969-09-01,95.01343484928518
1969-10-01,95.85395396814215
1969-11-01,96.72249039096101
1969-12-01,91.59532376593347
1970-01-01,90.7910623345566
1970-02-01,87.62428294851016
1970-03-01,89.12221986444959
1970-04-01,86.40783753355265
1970-05-01,76.46515558815607
1970-06-01,75.99265199722217
1970-07-01,76.1233444798209
1970-08-01,78.3350634161073
1970-09-01,83.01988625387757
1970-10-01,83.86040537273455
1970-11-01,84.72894179555342
1970-12-01,90.5296773693591
1971-01-01,93.98800152427965
1971-02-01,97.62728450126001
1971-03-01,100.13054820642051
1971-04-01,103.54865928977222
1971-05-01,102.14120178486269
1971-06-01,100.25118742112704
1971-07-01,99.52735213288787
1971-08-01,97.75797698385874
1971-09-01,99.9294828485763
1971-10-01,96.65640251514502
1971-11-01,93.27421950393268
1971-12-01,99.69825768705545
1972-01-01,103.85025732653854
1972-02-01,105.76037822605862
1972-03-01,108.27369519911134
1972-04-01,109.37955466725454
1972-05-01,108.27369519911134
1972-06-01,108.57529323587767
1972-07-01,107.77103180450081
1972-08-01,111.59127360354094
1972-09-01,109.9827507407872
1972-10-01,112.80096190401352
1972-11-01,115.7131134393474
1972-12-01,118.12589773347803
1973-01-01,119.030691843777
1973-02-01,114.80831932904843
1973-03-01,112.99873110845047
1973-04-01,110.88754485108618
1973-05-01,107.77103180450081
1973-06-01,105.35824751037018
1973-07-01,106.36357429959126
1973-08-01,104.35292072114909
1973-09-01,106.16250894174705
1973-10-01,104.38258610181462
1973-11-01,102.54333250055113
1973-12-01,95.28487308237487
1974-01-01,96.62195771203892
1974-02-01,93.94778845271082
1974-03-01,97.95904234170297
1974-04-01,92.95251493138193
1974-05-01,90.1476531894551
1974-06-01,90.26829240416164
1974-07-01,79.73246765312462
1974-08-01,76.43499578447944
1974-09-01,68.48286088174062
1974-10-01,70.27267218189489
1974-11-01,72.12214385872096
1974-12-01,67.42726775305847
1975-01-01,72.94651182588225
1975-02-01,80.52667581660927
1975-03-01,84.22627840094289
1975-04-01,85.17128558281071
1975-05-01,90.57994370882017
1975-06-01,92.89219532402868
1975-07-01,92.98267473505857
1975-08-01,86.16655910413958
1975-09-01,85.12101924334965
1975-10-01,87.79090350324827
1975-11-01,90.54978390514353
1975-12-01,89.17248620391065
1976-01-01,97.37595280395473
1976-02-01,101.1358749956416
1976-03-01,101.63853839025215
1976-04-01,102.44279982162902
1976-05-01,101.73907106917426
1976-06-01,102.34226714270692
1976-07-01,104.75505143683753
1976-08-01,103.85025732653854
1976-09-01,106.06197626282494
1976-10-01,103.93595731512788
1976-11-01,101.73907106917426
1976-12-01,105.25771483144808
1977-01-01,104.35292072114909
1977-02-01,101.53800571133004
1977-03-01,101.1358749956416
1977-04-01,99.57761847234892
1977-05-01,99.28607370347481
1977-06-01,99.81889690176199
1977-07-01,100.73374427995317
