Date,Adj Close
2008-03-28,36.260257720947266
2008-03-31,35.69572830200195
2008-04-01,36.658329010009766
2008-04-02,37.063629150390625
2008-04-03,37.273521423339844
2008-04-04,37.25181198120117
2008-04-07,37.46894073486328
2008-04-08,37.70053482055664
2008-04-09,36.99849319458008
2008-04-10,36.99849319458008
2008-04-11,36.41223907470703
2008-04-14,36.5569953918457
2008-04-15,36.658329010009766
2008-04-16,37.15770721435547
2008-04-17,37.6571159362793
2008-04-18,38.06965255737305
2008-04-21,38.24334716796875
2008-04-22,37.89594650268555
2008-04-23,37.99003982543945
2008-04-24,38.004512786865234
2008-04-25,38.15650939941406
2008-04-28,38.46772003173828
2008-04-29,38.02621841430664
2008-04-30,38.54010772705078
2008-05-01,38.42428970336914
2008-05-02,38.66313552856445
2008-05-05,38.77170181274414
2008-05-06,39.032257080078125
2008-05-07,38.380859375
2008-05-08,38.511138916015625
2008-05-09,38.34468078613281
2008-05-12,38.73550033569336
2008-05-13,38.778934478759766
2008-05-14,38.86579132080078
2008-05-15,39.278324127197266
2008-05-16,39.61125564575195
2008-05-19,39.59678268432617
2008-05-20,39.20594787597656
2008-05-21,38.93815612792969
2008-05-22,38.996055603027344
2008-05-23,38.38810729980469
2008-05-27,38.68485641479492
2008-05-28,38.677608489990234
2008-05-29,38.91644287109375
2008-05-30,38.87301254272461
2008-06-02,38.5762825012207
2008-06-03,38.48218536376953
2008-06-04,38.09135818481445
2008-06-05,38.90921401977539
2008-06-06,37.88147735595703
2008-06-09,37.64986801147461
2008-06-10,37.28076171875
2008-06-11,36.83202362060547
2008-06-12,36.85373306274414
2008-06-13,37.1070556640625
2008-06-16,37.35314178466797
2008-06-17,37.345890045166016
2008-06-18,37.078102111816406
2008-06-19,36.58594512939453
2008-06-20,36.32539367675781
2008-06-23,36.44843292236328
2008-06-24,36.086551666259766
2008-06-25,36.477378845214844
2008-06-26,35.565452575683594
2008-06-27,35.630584716796875
2008-06-30,35.768104553222656
2008-07-01,35.49306106567383
2008-07-02,34.9357795715332
2008-07-03,34.79103469848633
2008-07-07,34.92853927612305
2008-07-08,34.827213287353516
2008-07-09,34.747596740722656
2008-07-10,34.631805419921875
2008-07-11,34.37848663330078
2008-07-14,34.24098205566406
2008-07-15,33.88633728027344
2008-07-16,34.21202850341797
2008-07-17,34.66800308227539
2008-07-18,34.696937561035156
2008-07-21,34.848934173583984
2008-07-22,34.83445739746094
2008-07-23,35.30489730834961
2008-07-24,34.55942153930664
2008-07-25,34.552188873291016
2008-07-28,34.139644622802734
2008-07-29,34.523231506347656
2008-07-30,34.72589111328125
2008-07-31,34.6390380859375
2008-08-01,34.23374557495117
2008-08-04,33.88633728027344
2008-08-05,34.43638610839844
2008-08-06,34.827213287353516
2008-08-07,34.161354064941406
2008-08-08,34.544944763183594
2008-08-11,34.59561538696289
2008-08-12,34.32783126831055
2008-08-13,34.161354064941406
2008-08-14,34.1903190612793
2008-08-15,34.052799224853516
2008-08-18,33.74158477783203
2008-08-19,33.32179260253906
2008-08-20,33.51722717285156
2008-08-21,33.85738754272461
2008-08-22,33.973175048828125
2008-08-25,33.40140914916992
2008-08-26,33.560638427734375
2008-08-27,33.79948043823242
2008-08-28,34.219268798828125
2008-08-29,34.060028076171875
2008-09-02,33.59683609008789
2008-09-03,33.133628845214844
2008-09-04,32.257869720458984
2008-09-05,32.13483810424805
2008-09-08,32.48225021362305
2008-09-09,31.548583984375
2008-09-10,32.019039154052734
2008-09-11,31.997331619262695
2008-09-12,32.373687744140625
2008-09-15,30.84654426574707
2008-09-16,31.0709171295166
2008-09-17,29.73196029663086
2008-09-18,30.904449462890625
2008-09-19,32.62699508666992
2008-09-22,31.93219566345215
2008-09-23,31.244617462158203
2008-09-24,31.23014259338379
2008-09-25,31.9683780670166
2008-09-26,31.80190086364746
2008-09-29,28.827266693115234
2008-09-30,29.883956909179688
2008-10-01,30.006990432739258
2008-10-02,28.747650146484375
2008-10-03,28.22654914855957
2008-10-06,26.779033660888672
2008-10-07,25.5848331451416
2008-10-08,25.03477668762207
2008-10-09,23.47869873046875
2008-10-10,22.972063064575195
2008-10-13,25.823665618896484
2008-10-14,25.657211303710938
2008-10-15,23.210906982421875
2008-10-16,24.108366012573242
2008-10-17,23.724777221679688
2008-10-20,25.092674255371094
2008-10-21,24.021516799926758
2008-10-22,22.27002716064453
2008-10-23,22.407529830932617
2008-10-24,21.430463790893555
2008-10-27,20.402727127075195
2008-10-28,22.58123779296875
2008-10-29,22.95035171508789
2008-10-30,24.035993576049805
2008-10-31,24.383392333984375
2008-11-03,24.24587631225586
2008-11-04,25.55588722229004
2008-11-05,24.209693908691406
2008-11-06,22.624666213989258
2008-11-07,23.746482849121094
2008-11-10,23.50041389465332
2008-11-11,22.892454147338867
2008-11-12,21.640356063842773
2008-11-13,23.160245895385742
2008-11-14,21.95880699157715
2008-11-17,21.71273422241211
2008-11-18,21.510072708129883
2008-11-19,20.359304428100586
2008-11-20,19.01310920715332
2008-11-21,20.14217185974121
2008-11-24,21.611404418945312
2008-11-25,21.640356063842773
2008-11-26,22.175933837890625
2008-11-28,22.24831199645996
2008-12-01,20.366539001464844
2008-12-02,21.35085105895996
2008-12-03,21.589693069458008
2008-12-04,21.19886016845703
2008-12-05,21.553499221801758
2008-12-08,22.422006607055664
2008-12-09,22.154218673706055
2008-12-10,22.762178421020508
2008-12-11,22.530574798583984
2008-12-12,22.668088912963867
2008-12-15,22.54505157470703
2008-12-16,23.826099395751953
2008-12-17,23.703060150146484
2008-12-18,22.85626220703125
2008-12-19,22.88521385192871
2008-12-22,22.537813186645508
2008-12-23,22.233835220336914
2008-12-24,22.400299072265625
2008-12-26,22.5667667388916
2008-12-29,22.429248809814453
2008-12-30,23.102346420288086
2008-12-31,23.46422576904297
2009-01-02,23.978084564208984
2009-01-05,23.86953353881836
2009-01-06,24.173507690429688
2009-01-07,23.50764274597168
2009-01-08,23.522117614746094
2009-01-09,22.914169311523438
2009-01-12,22.385826110839844
2009-01-13,22.161460876464844
2009-01-14,21.415985107421875
2009-01-15,21.52455711364746
2009-01-16,21.6982479095459
2009-01-20,20.243501663208008
2009-01-21,21.140958786010742
2009-01-22,20.6488037109375
2009-01-23,20.742891311645508
2009-01-26,21.003448486328125
2009-01-27,21.336376190185547
2009-01-28,22.103561401367188
2009-01-29,21.17715072631836
2009-01-30,20.793554306030273
2009-02-02,20.76460075378418
2009-02-03,21.184389114379883
2009-02-04,21.235050201416016
2009-02-05,21.48112678527832
2009-02-06,22.060136795043945
2009-02-09,22.074604034423828
2009-02-10,21.061351776123047
2009-02-11,21.19886016845703
2009-02-12,21.242286682128906
2009-02-13,20.97449493408203
2009-02-17,19.975709915161133
2009-02-18,19.838197708129883
2009-02-19,19.678970336914062
2009-02-20,19.43289566040039
2009-02-23,18.795984268188477
2009-02-24,19.483556747436523
2009-02-25,19.157865524291992
2009-02-26,18.984163284301758
2009-02-27,18.77427101135254
2009-03-02,17.72482681274414
2009-03-03,17.652448654174805
2009-03-04,18.361732482910156
2009-03-05,17.623497009277344
2009-03-06,17.587310791015625
2009-03-09,17.31951904296875
2009-03-10,18.41239356994629
2009-03-11,18.49200439453125
2009-03-12,19.121673583984375
2009-03-13,19.230241775512695
2009-03-16,19.331567764282227
2009-03-17,19.91781234741211
2009-03-18,20.344829559326172
2009-03-19,20.221792221069336
2009-03-20,19.896100997924805
2009-03-23,21.415985107421875
2009-03-24,20.83698081970215
2009-03-25,21.10477066040039
2009-03-26,21.567974090576172
2009-03-27,20.91659164428711
2009-03-30,20.120460510253906
2009-03-31,20.504053115844727
2009-04-01,20.98897361755371
2009-04-02,21.82853126525879
2009-04-03,22.016706466674805
2009-04-06,21.79234504699707
2009-04-07,21.300189971923828
2009-04-08,21.517316818237305
2009-04-09,22.255544662475586
2009-04-13,22.588476181030273
2009-04-14,22.28449821472168
2009-04-15,22.407529830932617
2009-04-16,22.72599220275879
2009-04-17,22.668088912963867
2009-04-20,21.741680145263672
2009-04-21,22.175933837890625
2009-04-22,22.016706466674805
2009-04-23,22.429248809814453
2009-04-24,22.88521385192871
2009-04-27,22.479909896850586
2009-04-28,22.422006607055664
2009-04-29,22.943119049072266
2009-04-30,23.124055862426758
2009-05-01,23.254329681396484
2009-05-04,24.32548713684082
2009-05-05,24.144556045532227
2009-05-06,24.658422470092773
2009-05-07,24.274829864501953
2009-05-08,25.063730239868164
2009-05-11,24.47024917602539
2009-05-12,24.59328269958496
2009-05-13,23.811630249023438
2009-05-14,24.043230056762695
2009-05-15,23.86953353881836
2009-05-18,24.69460678100586
2009-05-19,24.795940399169922
2009-05-20,24.868316650390625
2009-05-21,24.542617797851562
2009-05-22,24.614992141723633
2009-05-26,25.15057373046875
2009-05-27,24.73079490661621
2009-05-28,25.05649185180664
2009-05-29,25.548648834228516
2009-06-01,26.13489532470703
2009-06-02,26.156597137451172
2009-06-03,25.649974822998047
2009-06-04,25.874338150024414
2009-06-05,25.729585647583008
2009-06-08,25.69339942932129
2009-06-09,25.95395851135254
2009-06-10,25.917757034301758
2009-06-11,26.25069236755371
2009-06-12,26.214500427246094
2009-06-15,25.38218116760254
2009-06-16,25.05649185180664
2009-06-17,24.95516586303711
2009-06-18,25.02029800415039
2009-06-19,25.15781593322754
2009-06-22,24.405113220214844
2009-06-23,24.497024536132812
2009-06-24,24.613746643066406
2009-06-25,25.263017654418945
2009-06-26,25.182764053344727
2009-06-29,25.365150451660156
2009-06-30,25.160879135131836
2009-07-01,25.50374984741211
2009-07-02,24.730470657348633
2009-07-06,24.70858383178711
2009-07-07,24.2125186920166
2009-07-08,24.14686393737793
2009-07-09,24.358415603637695
2009-07-10,24.154150009155273
2009-07-13,24.56267547607422
2009-07-14,24.759645462036133
2009-07-15,25.64236068725586
2009-07-16,25.85392189025879
2009-07-17,25.85392189025879
2009-07-20,26.357288360595703
2009-07-21,26.474000930786133
2009-07-22,26.379165649414062
2009-07-23,27.02843475341797
2009-07-24,27.145153045654297
2009-07-27,27.218107223510742
2009-07-28,27.05760955810547
2009-07-29,26.85335350036621
2009-07-30,27.385900497436523
2009-07-31,27.531795501708984
2009-08-03,28.188358306884766
2009-08-04,28.12270164489746
2009-08-05,28.04245948791504
2009-08-06,27.852785110473633
2009-08-07,28.06435203552246
2009-08-10,27.852785110473633
2009-08-11,27.604751586914062
